WordID,SentenceNr,WordNr,Target,Surprisal,Entropy
1357,27,9,evidence,10.224020065710059,10.898892
1358,27,10,from,4.279560749604106,3.569771
1359,27,11,athletic,16.6600437369829,8.3941555
1360,27,12,training,5.144906076337849,7.4057393
1361,27,13,As,18.041197300493444,5.3474207
1362,27,14,with,6.747469543592503,8.42428
1363,27,15,rehearsing,18.319060320124812,8.282011
1364,27,16,a,4.811209554605749,5.525612
1365,27,17,piece,4.9232690361831235,7.8529687
1366,27,18,on,5.14959804915133,3.2936661
1367,27,19,the,1.2426359343153839,3.7702942
1368,27,20,piano,0.27856156772055873,1.7406275
1369,27,21,practicing,17.22025029170545,2.2845025
1370,27,22,a,3.0472492453801117,7.1514306
1371,27,23,complex,7.386531323332592,6.8736024
1372,27,24,physical,9.014458471638541,6.449038
1373,27,25,task,4.095775074232704,3.97013
1374,27,26,in,5.102668105639544,5.994971
1375,27,27,the,2.1712378692447163,5.341655
1376,27,28,mind,8.298716596502592,5.6852565
1377,27,29,alone,9.541547075646964,5.708399
1378,27,30,is,1.8652590972190668,5.3566303
1379,27,31,nearly,8.628700327723337,6.575571
1380,27,32,as,3.68967762144912,2.1742837
1381,27,33,effective,1.2492939336779048,4.1227555
1382,27,34,a,6.821564915929835,1.9140766
1383,27,35,learning,6.044116273208681,5.3372664
1384,27,36,strategy,2.4737165269592043,4.0329113
1385,27,37,as,0.5272759468236874,1.8120776
1386,27,38,actually,7.902681372009153,5.52054
1387,27,39,physically,9.955440619991323,3.0042233
1388,27,40,doing,2.967404012512063,3.515418
1389,27,41,it,1.4253549685557925,1.7846853
1390,27,42,But,14.890315341320552,2.0308223
1391,27,43,it,4.185301957214688,7.374527
1392,27,44,doesnÕt,4.982136117143468,4.214489
1393,27,45,stop,3.7800770031309914,5.141316
1394,27,46,there,0.11971976902401556,0.65735364
1395,28,2,similar,6.790619222172135,8.875386
1396,28,3,but,7.486447561247015,4.0761647
1397,28,4,even,9.685938612104277,6.7175555
1398,28,5,more,1.3774849598458891,4.663451
1399,28,6,striking,9.846280371798597,10.309163
1400,28,7,is,1.812222364664913,4.741451
1401,28,8,the,0.6952452619500454,3.6093235
1402,28,9,evidence,10.224020065710059,10.898892
1403,28,10,from,4.279560749604106,3.569771
1404,28,11,athletic,16.6600437369829,8.3941555
1405,28,12,training,5.144906076337849,7.4057393
1406,28,13,As,18.041197300493444,5.3474207
1407,28,14,with,6.747469543592503,8.42428
1408,28,15,rehearsing,18.319060320124812,8.282011
1409,28,16,a,4.811209554605749,5.525612
1410,28,17,piece,4.9232690361831235,7.8529687
1411,28,18,on,5.14959804915133,3.2936661
1412,28,19,the,1.2426359343153839,3.7702942
1413,28,20,piano,0.27856156772055873,1.7406275
1414,28,21,practicing,17.22025029170545,2.2845025
1415,28,22,a,3.0472492453801117,7.1514306
1416,28,23,complex,7.386531323332592,6.8736024
1417,28,24,physical,9.014458471638541,6.449038
1418,28,25,task,4.095775074232704,3.97013
1419,28,26,in,5.102668105639544,5.994971
1420,28,27,the,2.1712378692447163,5.341655
1421,28,28,mind,8.298716596502592,5.6852565
1422,28,29,alone,9.541547075646964,5.708399
1423,28,30,is,1.8652590972190668,5.3566303
1424,28,31,nearly,8.628700327723337,6.575571
1425,28,32,as,3.68967762144912,2.1742837
1426,28,33,effective,1.2492939336779048,4.1227555
1427,28,34,a,6.821564915929835,1.9140766
1428,28,35,learning,6.044116273208681,5.3372664
1429,28,36,strategy,2.4737165269592043,4.0329113
1430,28,37,as,0.5272759468236874,1.8120776
1431,28,38,actually,7.902681372009153,5.52054
1432,28,39,physically,9.955440619991323,3.0042233
1433,28,40,doing,2.967404012512063,3.515418
1434,28,41,it,1.4253549685557925,1.7846853
1435,28,42,But,14.890315341320552,2.0308223
1436,28,43,it,4.185301957214688,7.374527
1437,28,44,doesn't,4.982136117143468,4.214489
1438,28,45,stop,2.8115255474804575,5.139952
1439,28,46,there,0.12108825680162703,0.7136833
1440,29,2,bill,12.568638725022053,11.404901
1441,29,3,was,5.260824780296244,6.015274
1442,29,4,drafted,7.273964304072057,3.7247252
1443,29,5,and,3.999830778996333,4.388878
1444,29,6,introduced,3.323022943314253,6.010188
1445,29,7,into,4.723449158534534,3.655828
1446,29,8,Parliament,6.038262234271439,2.580735
1447,29,9,several,9.862876733095263,4.550119
1448,29,10,times,1.2838617008782391,2.2208452
1449,29,11,but,4.035830933651269,4.456988
1450,29,12,met,10.398197707016598,5.255947
1451,29,13,with,0.5477762324248787,2.8303893
1452,29,14,great,6.704654100386399,6.119576
1453,29,15,opposition,2.527062924885259,3.4125917
1454,29,16,mostly,12.070345352597792,3.3810463
1455,29,17,from,0.6253784931475931,2.4739752
1456,29,18,farmers,6.605995055267423,6.7560935
1457,29,19,Eventually,24.710527310690136,3.6273527
1458,29,20,in,4.903768707086124,3.802911
1459,29,21,1925,8.777122865575189,7.085803
1460,29,22,it,4.40662848314105,3.9439206
1461,29,23,was,0.49575381763957177,2.0177588
1462,29,24,decided,5.755206043822223,4.8288407
1463,29,25,that,1.9967337939333296,1.5674859
1464,29,26,summer,17.00538000521677,5.684279
1465,29,27,time,7.693159796260571,8.892622
1466,29,28,should,2.4775969844525045,6.9879265
1467,29,29,begin,7.570988443182665,1.4642425
1468,29,30,on,2.4866064739681524,4.2274175
1469,29,31,the,2.2117402838594473,5.183748
1470,29,32,day,5.488332629531215,6.030546
1471,29,33,following,4.760108129183865,4.0793786
1472,29,34,the,0.7097676422412124,4.0637426
1473,29,35,third,7.2970676825045775,7.21723
1474,29,36,Saturday,4.501817902820039,1.667106
1475,29,37,in,0.4542070026030134,1.35042
1476,29,38,April,4.458447697520854,2.4853714
1477,29,39,and,2.913640373674886,5.322944
1478,29,40,close,9.586458579329767,5.6849737
1479,29,41,after,6.7766893852830865,2.8718438
1480,29,42,the,0.6484998290033765,3.6377957
1481,29,43,first,2.133107849534126,5.7160892
1482,29,44,Saturday,3.545636062945439,2.1841953
1483,29,45,in,0.1786581852665595,0.76071775
1484,29,46,October,0.87058742205744,1.9541461
1485,30,2,early,12.699802469698424,7.5262237
1486,30,3,Europeans,9.188500064914876,10.174482
1487,30,4,discovered,4.8456437135334625,6.578619
1488,30,5,Easter,11.422516080940152,5.5435286
1489,30,6,Island,0.10352189209443834,0.64409727
1490,30,7,its,13.1476426107566,2.6576037
1491,30,8,somewhat,15.432708493510544,7.0890436
1492,30,9,isolated,2.859703962232463,8.762832
1493,30,10,ecosystem,10.154143992465093,5.1835
1494,30,11,was,1.5568858441979205,5.601193
1495,30,12,suffering,9.693083747452215,8.652682
1496,30,13,from,1.1696239664724561,4.527572
1497,30,14,the,3.4074747558467147,6.664981
1498,30,15,effects,1.0720635654917534,5.390196
1499,30,16,of,0.007355671718413058,0.081763454
1500,30,17,limited,11.809179133976428,6.937889
1501,30,18,natural,6.052138460959721,6.7986274
1502,30,19,resources,0.27405778001987696,1.8107593
1503,30,20,deforestation,20.900780786301336,3.0151975
1504,30,21,and,1.4679227149054277,2.880688
1505,30,22,overpopulation,3.077193321739138,7.624769
1506,30,23,Over,17.20245789765804,2.8165944
1507,30,24,the,1.5088910389900028,4.670772
1508,30,25,following,5.0445114915430995,4.0236464
1509,30,26,years,4.191486085712345,4.3648577
1510,30,27,the,2.006515462579936,5.794451
1511,30,28,island's,1.4443840091906455,6.019228
1512,30,29,population,1.6666523064494472,6.442823
1513,30,30,of,6.3238168187677175,6.090702
1514,30,31,four,10.78578242781567,7.644705
1515,30,32,thousand,0.9776975524431846,3.0961356
1516,30,33,or,7.384852080804986,5.182731
1517,30,34,so,0.4414531655511558,1.4052365
1518,30,35,was,4.917792310581162,5.477381
1519,30,36,slowly,5.307129240856489,4.916302
1520,30,37,eroded,6.765434114224597,5.503342
1521,30,38,by,1.177723364399828,3.4410064
1522,30,39,Western,11.528015633653387,5.396416
1523,30,40,disease,5.282322635727194,5.3400717
1524,30,41,and,1.2354599191984137,3.5189238
1525,30,42,deportation,16.58108593619436,7.831607
1526,30,43,by,4.714684851084586,4.6110506
1527,30,44,slave,7.3366952257772,5.530188
1528,30,45,traders,1.299279316027186,2.1014686
